agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips
Naval District Washington Fire & EMS,Career,39,4193 W Farnum RD BLDG 878,Code FD,Indian Head,MD,20640,4193 W FARNUM RD BLDG 878,Code FD, ,Indian Head,MD,Charles,20640-5168,301-744-4334,301-744-4449,Federal government (Department of Defense fire department), , 
"Naval Station Ingleside, Texas",Career,24,290 S Coral Sea RD, ,Ingleside,TX,78362,290 S Coral Sea RD, ,PO Box ,Ingleside,TX,San Patricio,78362,361-776-4294,361-776-4671,Federal government (Executive branch agency fire department), , 
New Braunfels Fire Department,Career,81,424 S Castell AVE, ,New Braunfels,TX,78130-1747, , , ,New Braunfels,TX,Comal,78131,830-608-2120,830-608-2125,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
New Iberia Fire Department,Career,58,224 Prairie AVE, ,New Iberia,LA,70560-3846,224 Prairie AVE, , ,New Iberia,LA,Iberia,70560-3846,337-369-2370,337-367-3473,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
New Orleans Fire Department,Career,712,317 Decatur ST, ,New Orleans,LA,70130,317 Decatur ST, , ,New Orleans,LA,Orleans,70130-1023,504-658-4700,504-658-0172,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.nola.gov/GOVERNMENT/NOFD/, 
Newport Fire Department,Career,26,103 C AVE, ,Newport,TN,37821-2335,103 C AVE, , ,Newport,TN,Cocke,37821-2335,423-613-4047,423-623-7284,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
North Charleston Fire Department,Career,252,2500 City Hall LN 2ND FL, ,North Charleston,SC,29406, , ,PO Box 190016,North Charleston,SC,Charleston,29419-9016,843-740-2616,843-745-1002,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.northcharleston.org/government/fire-department/, 
North Myrtle Beach Fire-Rescue,Career,53,1015 2ND AVE S, ,North Myrtle Beach,SC,29582-3106,1015 2ND AVE S, , ,North Myrtle Beach,SC,Horry,29582-3106,843-280-5531, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://ps.nmb.us/, 
North Richland Hills Fire Department,Career,100,4301 City Point DR, ,North Richland Hills,TX,76180-8316,4301 City Point DR, , ,North Richland Hills,TX,Tarrant,76180-8316,817-427-6900,817-427-6906,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.nrhtx.com/157/Fire-EMS, 
North Topsail Beach Fire Department,Career,17,2049 New River Inlet RD, ,N Topsail Beach,NC,28460,2008 Loggerhead CT, , ,N Topsail Beach,NC,Onslow,28460-9286,910-328-2200, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.northtopsailbeachnc.gov/fire, 
Northwest Fire District,Career,215,5225 W Massingale RD, ,Tucson,AZ,85743-8416,5225 W Massingale RD, , ,Tucson,AZ,Pima,85743-8416,520-887-1010,520-887-1034,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.northwestfire.org/, 
Oak Ridge National Laboratory Fire Department,Career,43,1 Bethel Valley RD, ,Oak Ridge,TN,37831-6307, , ,PO Box 2008,Oak Ridge,TN,Roane,37831-2008,865-574-5678,865-241-5169,Federal government (Executive branch agency fire department), , 
Odessa Fire Department,Career,161,119 W 4TH ST, ,Odessa,TX,79761-5015,119 W 4TH ST, ,PO Box 4398,Odessa,TX,Ector,79761-5015,432-335-4660,432-335-4664,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Orange Fire Department,Career,37,501 N 7TH ST, ,Orange,TX,77630-5736,501 N 7TH ST, , ,Orange,TX,Orange,77630-5736,409-883-1050,409-883-1912,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.orangetexas.net/departments-and-services/fire-department/, 
Orangeburg Department of Public Safety,Career,56,1320 Middleton ST, ,Orangeburg,SC,29115-3103, , ,PO Box 1425,Orangeburg,SC,Orangeburg,29116-1425,803-533-6000,803-539-2092,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.orangeburg.sc.us/public-safety/divisions/fire-department, 
Ouachita Parish Fire Protection District #1,Career,189,1000 New Natchitoches RD, ,West Monroe,LA,71292, , ,PO Box 4343,Monroe,LA,Ouachita,71211-4343,318-325-1621,318-322-7139,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://ouachitafire.org/, 
Pampa Fire Department,Career,28,203 W Foster ST, ,Pampa,TX,79065, , ,PO Box 2499,Pampa,TX,Gray,79066-2499,806-669-5800,806-669-5807,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofpampa.org/, 
Pantex Fire Department,Career,61,BLDG 12-130A, ,Amarillo,TX,79120, , ,PO Box 30020,Amarillo,TX,Potter,79120-0020,806-477-4454,806-477-4339,Contract fire department, , 
Paris Fire Department,Career,24,100 N Caldwell ST, ,Paris,TN,38242, , ,PO Box 970,Paris,TN,Henry,38242-0970,731-642-1413,731-641-1423,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Parker District Fire Department,Career,77,107 Cedar Lane RD, ,Greenville,SC,29601-1058,107 Cedar Lane RD, , ,Greenville,SC,Greenville,29601-1058,864-467-4000,864-467-4002,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.parkerfd.com/, 
Parris Island Fire & Emergency Services,Career,53,455 Wake BLVD, ,Parris Island,SC,29905, , ,PO Box 19450,Parris Island,SC,Beaufort,29905-9450,843-228-3128,843-228-3182,Federal government (Department of Defense fire department), , 
Parris Island Fire Rescue,Career,44,151 Panama ST, ,Parris Island,SC,29905, , ,PO Box 19450,Parris Island,SC,Beaufort,29905,843-228-3637,843-228-2835,Federal government (Department of Defense fire department), , 
Pearland Fire Department,Career,120,2703 Veterans DR, ,Pearland,TX,77584-1410,2703 Veterans DR, , ,Pearland,TX,Brazoria,77584-1410,281-997-5850,281-997-4665,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.pearlandtx.gov/departments/fire, 
Peoria Fire Department,Career,149,8401 W Monroe ST, ,Peoria,AZ,85345-6560,8401 W Monroe ST, , ,Peoria,AZ,Maricopa,85345-6560,623-773-7279,623-773-7295,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.peoriaaz.gov/, 
Perry Point Fire Department,Career,16,VA Medical Center,26 Avenue E,Perry Point,MD,21902-1121,VA Medical Center,26 Avenue E, ,Perry Point,MD,Cecil,21902-1121,410-642-1034,443-693-4966,Federal government (Executive branch agency fire department), , 
Phoenix Fire Department,Career,1678,150 S 12TH ST, ,Phoenix,AZ,85034-2301,150 S 12TH ST, , ,Phoenix,AZ,Maricopa,85034-2301,602-262-6297,602-262-4429,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.phoenix.gov/fire/, 
Plainview Fire/EMS Department,Career,36,911 Quincy ST, ,Plainview,TX,79072-7063,911 Quincy ST, , ,Plainview,TX,Hale,79072-7063,806-296-1170,806-296-1171,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.plainviewtx.org/170/Fire-EMS-Department, 
Plano Fire-Rescue,Career,335,1901 K AVE, ,Plano,TX,75074, , ,PO Box 860358,Plano,TX,Collin,75086-0358,972-941-7159,972-941-7291,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.plano.gov/index.aspx?NID=215, 
Pope Air Force Base,Career,72,265 Boxcar ST,BLDG 250,Pope Army Airfield,NC,28308-2307,265 Boxcar ST,BLDG 250, ,Pope Army Airfield,NC,Cumberland,28308-2307,910-394-2464,910-394-4835,Federal government (Department of Defense fire department), , 
Port Arthur Fire Department,Career,105,300 Waco AVE,PO Box 1089,Port Arthur,TX,77640, , ,PO Box 1089,Port Arthur,TX,Jefferson,77641-1089,409-983-8738,409-983-8719,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.portarthurfd.com/, 
Port of Houston Authority,Career,40,PO Box 2562, ,Houston,TX,77379, , ,PO Box 2562,Houston,TX,Harris,77379,713-670-2636,713-670-2427,Other, , 
Portland Fire Department,Career,26,111 Woods RD, ,Portland,TN,37148-4254,111 Woods RD, , ,Portland,TN,Sumner,37148-4254,615-325-5649,615-325-5336,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofportlandtn.gov/, 
Prescott Fire Department,Career,60,1700 W Iron Springs RD, ,Prescott,AZ,86305-1390,1700 W Iron Springs RD, , ,Prescott,AZ,Yavapai,86305-1390,928-777-1700,928-776-1890,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.prescott-az.gov/, 
PVNGS Fire Department,Career,27,5801 S Wintersburg RD, ,Tonopah,AZ,85354,5801 S Wintersburg RD, ,PO Box ,Tonopah,AZ,Maricopa,85354,623-393-1612,623-393-1617,Private or industrial fire brigade, , 
Queen Anne's County Department of Emergency Services,Career,57,100 Communications DR, ,Centreville,MD,21617-2140,100 Communications DR, , ,Centreville,MD,Queen Annes,21617-2140,410-758-4500,410-758-2086,"Local (includes career, combination, and volunteer fire departments and fire districts)",www.qacdes.org, 
Raleigh Durham Airport Fire Rescue,Career,25,1050 Rescue Court, ,RDU Airport,NC,27623, , ,PO Box 80001,Raleigh,NC,Wake,27623-0001,919-840-2121,919-840-7607,Regional/metropolitan transportation authority or airport fire department,https://www.rdu.com/, 
Raleigh Fire Department,Career,553,310 W Martin ST, ,Raleigh,NC,27601, , ,PO Box 590,Raleigh,NC,Wake,27602-0590,919-996-6115,919-831-6180,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.raleighnc.gov/fire, 
Rapides Parish Fire  District 2,Career,65,5104 Ransbottom DR, ,Alexandria,LA,71302, , ,PO Box 1150,Alexandria,LA,Rapides,71301-1150,318-445-8124,318-445-9196,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Raytheon Fire Department,Career,26,1151 E Hermans RD, ,Tucson,AZ,85706,1151 E Hermans RD, , ,Tucson,AZ,Pima,85706,520-794-8111, ,Private or industrial fire brigade, , 
Red River Army Depot Fire and Emergency Services,Career,35,100 James Carlow DR BLDG 4, ,Texarkana,TX,75507,100 James Carlow DR BLDG 4, , ,Texarkana,TX,Bowie,75507,903-334-3627, ,Federal government (Department of Defense fire department), , 
Refinery Terminal Fire Company,Career,157,4802 Up River RD, ,Corpus Christi,TX,78407, , ,PO Box 4162,Corpus Christi,TX,Nueces,78469-4162,361-882-6253,361-886-2587,Contract fire department,https://www.rtfc.org/, 
Richardson Fire Department,Career,162,300 N Greenville AVE, ,Richardson,TX,75081, , ,PO Box 830309,Richardson,TX,Dallas,75083-0309,972-744-5700,972-744-5796,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cor.net/departments/fire-department, 
Richland Hills Fire/Rescue,Career,16,3201 Diana DR, ,Richland Hills,TX,76118-6238,3201 Diana DR, , ,Richland Hills,TX,Tarrant,76118-6238,817-616-3750,817-616-3802,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.richlandhills.com/government/departments/fire-department, 
Rincon Valley Fire District,Career,43,14550 E Sands Ranch RD, ,Vail,AZ,85641-8862,14550 E Sands Ranch RD, , ,Vail,AZ,Pima,85641-8862,520-647-3760,520-647-7102,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://rinconvalleyfd.org/, 
Rio Rico Medical and Fire District,Career,30,822 Pendleton DR, ,Rio Rico,AZ,85648-3254,822 Pendleton DR, , ,Rio Rico,AZ,Santa Cruz,85648-3254,520-281-8421,520-281-7670,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.rioricofire.org/, 
Rock Hill Fire Department,Career,139,214 S Elizabeth LN, ,Rock Hill,SC,29730-4502,214 S Elizabeth LN, , ,Rock Hill,SC,York,29730-4502,803-329-7220,803-329-8716,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofrockhill.com/departments/fire/more/fire-department, 
Rocky Mount Fire Department,Career,144,375 E Raleigh BLVD, ,Rocky Mount,NC,27801,375 E Raleigh BLVD, , ,Rocky Mount,NC,Edgecombe,27801-5692,252-972-1491,252-972-1670,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.rockymountnc.gov/fire/, 
Round Rock Fire Department,Career,151,203 Commerce BLVD, ,Round Rock,TX,78664-2115,203 Commerce BLVD, , ,Round Rock,TX,Williamson,78664-2115,512-218-5590,512-218-5594,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.roundrocktexas.gov/departments/fire/, 
Rowlett Fire Rescue,Career,62,4002 Main ST, ,Rowlett,TX,75030-0099,4002 Main ST, ,PO Box 99,Rowlett,TX,Dallas,75030-0099,972-412-6230,972-412-6243,"Local (includes career, combination, and volunteer fire departments and fire districts)",www.ci.rowlett.tx.us, 
Rural Metro Fire Department,Career,28,4401 Cities Service HWY, ,Westlake,LA,70669, , ,PO Box 2926,Sulphur,LA,Calcasieu,70664-2926,337-708-8175, ,Contract fire department, , 
Rural Metro Fire Department - Tucson,Career,125,3759 N Commerce DR, ,Tucson,AZ,85705-6911,3759 N Commerce DR, , ,Tucson,AZ,Pima,85705-6911,520-407-4303, ,Private or industrial fire brigade, , 
Rural Metro Fire Department-Phoenix,Career,217,7631 E Main ST,East Maricopa County Ops,Mesa,AZ,85207,3051 S Wilson ST, , ,Tempe,AZ,Maricopa,85282-2046,480-606-3407, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://ruralmetrofire.com, 
Rural/ Metro Fire Department FedEx Operation,Career,17,2788 Sprankel DR, ,Memphis,TN,38118,2788 Sprankel AVE, , ,Memphis,TN,Shelby,38118-1572,901-797-5000, ,Private or industrial fire brigade, , 
Ruston Fire Department,Career,53,920 E Georgia AVE, ,Ruston,LA,71270-3937,920 E Georgia AVE, , ,Ruston,LA,Lincoln,71270-3937,318-251-8607, ,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ruston.org/fire-department, 
Saginaw Fire Department,Career,27,400 S Saginaw BLVD, ,Saginaw,TX,76179-1641,400 S Saginaw BLVD, , ,Saginaw,TX,Tarrant,76179-1641,817-230-0412,817-232-3731,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.saginawfire.us/, 
Saint George Fire Protection District No. 2,Career,150,14141 Airline HWY STE1H, ,Baton Rouge,LA,70817,14141 Airline HWY STE 1H, , ,Baton Rouge,LA,East Baton Rouge,70817-6241,225-454-6550,225-454-6661,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.stgeorgefire.com/, 
Saint John's Fire District,Career,120,3327 Maybank HWY, ,John's Island,SC,29455, , ,PO Box 56,John's Island,SC,Charleston,29457-0056,843-559-9194,843-559-3687,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.stjfd.org/, 
Saint Landry Parish Fire District 3,Career,47,887 Highway 749, ,Opelousas,LA,70570-1123,887 Highway 749, , ,Opelousas,LA,Saint Landry,70570-1123,337-948-3679,337-948-0947,"Local (includes career, combination, and volunteer fire departments and fire districts)", , 
Saint Tammany Parish Fire Protection District 4,Career,112,709 Girod ST, ,Mandeville,LA,70448-5207,709 Girod ST, , ,Mandeville,LA,Saint Tammany,70448-5207,985-626-8671,985-626-8082,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mandevillefire.com/, 
Salisbury Fire Department,Career,62,514 E Innes ST, ,Salisbury,NC,28144,514 E Innes ST, , ,Salisbury,NC,Rowan,28144,704-638-5351,704-638-5367,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.salisburync.gov/Departments/Fire/Pages/default.aspx, 
